author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
Георгий Папаскири;realtor;https://spb.cian.ru/sale/flat/285680100/;Sankt-Peterburg;sale;flat;12;25;1;22.1;228009;5039000;2023;-1;-1;+79812268135;Nevskij;Slavjanskaja;Rybatskoe;Zhivi! v Rybatskom
LV ESTATE;real_estate_agent;https://spb.cian.ru/sale/flat/266166950/;Sankt-Peterburg;sale;flat;13;14;-1;14.9;214765;3200000;2020;12.0;-1;+79812268780;Vyborgskij;Sampsonievskoe;Lesnaja;Apartamenty Vertisal We&I
VEAS;real_estate_agent;https://spb.cian.ru/sale/flat/285380531/;Sankt-Peterburg;sale;flat;14;18;1;22.55;210643;4750000;2022;14.0;5.0;+79812583553;Vasileostrovskij;Vadima Shefnera;Primorskaja;Magellan (Gavan' Kapitanov)
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/sale/flat/279098441/;Sankt-Peterburg;sale;flat;2;4;1;17.0;202882;3449000;1896;12.0;-1;+79110017931;Petrogradskij;Pionerskaja;Sportivnaja;
СТАТУС;real_estate_agent;https://spb.cian.ru/sale/flat/280195375/;Sankt-Peterburg;sale;flat;7;9;-1;28.2;234042;6600000;2022;24.0;-1;+79118242864;Moskovskij;Kievskaja;Frunzenskaja;Apart-otel' Moskovsky AVENIR
Запстрой недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/285243296/;Sankt-Peterburg;sale;flat;5;12;1;23.0;239130;5500000;2020;-1;-1;+79812324699;Primorskij;Plesetskaja;Komendantskij prospekt;Ariosto!
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/285298552/;Sankt-Peterburg;sale;flat;5;6;1;27.0;203703;5500000;1904;21.0;1.0;+79675375848;Admiraltejskij;Semenovskij;;
Невский Альянс;real_estate_agent;https://spb.cian.ru/sale/flat/278607810/;Sankt-Peterburg;sale;flat;18;22;1;25.8;177906;4590000;2014;19.0;-1;+79675379577;Krasnosel'skij;Doblesti;Avtovo;Dom BDT
Insiders;real_estate_agent;https://spb.cian.ru/sale/flat/283195594/;Sankt-Peterburg;sale;flat;5;5;1;26.0;157692;4100000;2022;15.0;-1;+79681887325;Moskovskij;Pulkovskij meridian;Shushary;Zelenyj kvartal ZhK
Юлия Зайцева;realtor;https://spb.cian.ru/sale/flat/272333014/;Sankt-Peterburg;sale;flat;4;7;1;19.5;243589;4750000;1912;-1;-1;+79681871365;Admiraltejskij;Shkapina;Baltijskaja;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/281431582/;Sankt-Peterburg;sale;flat;16;21;1;29.6;175675;5200000;2019;24.0;-1;+79675375848;Krasnosel'skij;Marshala Kazakova;Avtovo;Pribaltijskij
Владис Северо-Запад;real_estate_agent;https://spb.cian.ru/sale/flat/278579387/;Sankt-Peterburg;sale;flat;9;25;1;22.2;180180;4000000;2021;11.0;3.0;+79117911458;Krasnogvardejskij;Poljustrovo;Akademicheskaja;Tsvetnoj Gorod
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/285043215/;Sankt-Peterburg;sale;flat;10;25;1;25.43;198584;5050000;2022;16.0;3.0;+79062418157;Primorskij;Verhne-Kamenskaja;Komendantskij prospekt;Chistoe nebo
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/274011644/;Sankt-Peterburg;sale;flat;4;12;-1;25.5;176078;4490000;2022;14.0;5.0;+79681896579;Kirovskij;Avtovo;Avtovo;Apart-otel' Kirovsky AVENIR
Луч;real_estate_agent;https://spb.cian.ru/sale/flat/285302862/;Sankt-Peterburg;sale;flat;6;19;1;26.0;226538;5890000;2019;-1;-1;+79117615281;Primorskij;Kolomjagi;Komendantskij prospekt;Na Koroleva
СТАТУС;real_estate_agent;https://spb.cian.ru/sale/flat/284950341/;Sankt-Peterburg;sale;flat;10;11;1;27.8;187050;5200000;2017;17.0;-1;+79118242864;Primorskij;Kolomjagi;;Chistoe nebo
Инженер;real_estate_agent;https://spb.cian.ru/sale/flat/275972408/;Sankt-Peterburg;sale;flat;7;24;1;24.84;207326;5150000;2019;18.0;4.0;+79812269250;Primorskij;Plesetskaja;Komendantskij prospekt;Chistoe nebo
Егор Власов;realtor;https://spb.cian.ru/sale/flat/274394418/;Sankt-Peterburg;sale;flat;3;14;1;31.7;246025;7799000;2022;17.0;6.0;+79681874087;Admiraltejskij;Izmajlovskoe;Moskovskie vorota;Kvartal Galaktika
Максим Васильев;realtor;https://spb.cian.ru/sale/flat/272346210/;Sankt-Peterburg;sale;flat;13;25;1;25.0;211600;5290000;2020;18.0;-1;+79811304936;Primorskij;Plesetskaja;Komendantskij prospekt;Chistoe nebo
СТАТУС;real_estate_agent;https://spb.cian.ru/sale/flat/280228904/;Sankt-Peterburg;sale;flat;4;12;-1;22.59;185922;4200000;2022;-1;-1;+79110117094;Kirovskij;Kronshtadtskaja;Avtovo;Apart-otel' Kirovsky AVENIR
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/271708968/;Sankt-Peterburg;sale;flat;5;5;1;26.2;219465;5750000;2018;12.0;6.0;+79062418157;Petrodvortsovyj;Parkovaja;;
Инженер;real_estate_agent;https://spb.cian.ru/sale/flat/280743337/;Sankt-Peterburg;sale;flat;7;12;1;22.08;246829;5450000;2021;14.0;4.0;+79812269250;Moskovskij;Srednerogatskaja;Zvezdnaja;Triumf Park
Инженер;real_estate_agent;https://spb.cian.ru/sale/flat/282811871/;Sankt-Peterburg;sale;flat;20;22;1;18.0;183333;3300000;2023;13.0;5.0;+79812269250;Krasnogvardejskij;Pahomovskaja;Grazhdanskij prospekt;Tsvetnoj Gorod
Инженер;real_estate_agent;https://spb.cian.ru/sale/flat/282810372/;Sankt-Peterburg;sale;flat;19;22;1;22.9;159388;3650000;2023;16.0;5.0;+79812269250;Krasnogvardejskij;Charushinskaja;Grazhdanskij prospekt;Tsvetnoj Gorod
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/281504739/;Sankt-Peterburg;sale;flat;10;20;-1;22.0;168181;3700000;-1;17.0;-1;+79675375848;Vyborgskij;Parnas;Parnas;Kompleks apartamentov START
VALO;real_estate_agent;https://spb.cian.ru/sale/flat/282589280/;Sankt-Peterburg;sale;flat;5;6;-1;21.3;368082;7840147;-1;16.0;-1;+79052643981;Tsentral'nyj;Ligovka-Jamskaja;Ploschad' Vosstanija;Apartamenty Uno
Янтарный берег;real_estate_agent;https://spb.cian.ru/sale/flat/270039480/;Sankt-Peterburg;sale;flat;5;7;1;26.78;182972;4900000;2023;18.0;-1;+79112707173;Primorskij;Kolomjagi;Prospekt Prosveschenija;Okla
Янтарный берег;real_estate_agent;https://spb.cian.ru/sale/flat/284203176/;Sankt-Peterburg;sale;flat;11;12;1;25.5;274470;6999000;2022;12.0;6.0;+79112707173;Vyborgskij;Sampsonievskoe;Lesnaja;Kantemirovskaja 11
Инженер;real_estate_agent;https://spb.cian.ru/sale/flat/282545537/;Sankt-Peterburg;sale;flat;9;26;1;20.3;201970;4100000;2021;-1;-1;+79816904811;Primorskij;Kolomjagi;Parnas;
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/271017571/;Sankt-Peterburg;sale;flat;25;25;1;25.3;169960;4300000;2019;17.0;3.0;+79062418157;Pushkinskij;Valdajskaja;;Shushary
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/282688430/;Sankt-Peterburg;sale;flat;18;18;-1;24.9;253012;6300000;2019;16.0;-1;+79675375848;Frunzenskij;Salova;Buharestskaja;Dohodnye apartamenty VALO
Запстрой недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/277654767/;Sankt-Peterburg;sale;flat;10;14;1;25.1;167330;4200000;2022;16.0;-1;+79117307614;Pushkinskij;prospekt Starorusskij;Kupchino;Alekseevskij kvartal
Запстрой недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/277665192/;Sankt-Peterburg;sale;flat;1;3;1;12.2;298360;3640000;1846;5.0;2.0;+79052076413;Admiraltejskij;Pskovskaja;Baltijskaja;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/284955147/;Sankt-Peterburg;sale;flat;4;4;-1;14.79;196078;2900000;1900;7.0;2.0;+79675375848;Admiraltejskij;Ekateringofskij;Narvskaja;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/282427926/;Sankt-Peterburg;sale;flat;20;20;-1;22.3;174887;3900000;-1;14.0;3.0;+79675375848;Vyborgskij;Parnas;Parnas;Kompleks apartamentov START
Владис Север;real_estate_agent;https://spb.cian.ru/sale/flat/281427671/;Sankt-Peterburg;sale;flat;4;13;1;23.0;210869;4850000;2020;13.0;5.0;+79812324416;Primorskij;Planernaja;Komendantskij prospekt;New Time
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/284490878/;Sankt-Peterburg;sale;flat;4;4;1;24.0;212500;5100000;1904;14.0;5.0;+79675375848;Petrogradskij;Bol'shaja Pushkarskaja;Petrogradskaja;
Олеся Гаврилова;realtor;https://spb.cian.ru/sale/flat/285269355/;Sankt-Peterburg;sale;flat;23;28;1;27.25;194495;5300000;2018;12.0;4.0;+79119917609;Vyborgskij;Nikolaja Rubtsova;Parnas;Severnaja dolina
АДРЕСАТ;real_estate_agent;https://spb.cian.ru/sale/flat/278189718/;Sankt-Peterburg;sale;flat;12;12;-1;30.3;247260;7492000;2021;20.0;-1;+79692042276;Primorskij;Ozero Dolgoe;Staraja Derevnja;ArtLine
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/283385202/;Sankt-Peterburg;sale;flat;1;14;1;25.0;178000;4450000;2019;16.0;2.0;+79675375848;Krasnosel'skij;Letchika Liholetova;Prospekt Veteranov;Solnechnyj gorod
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/280757366/;Sankt-Peterburg;sale;flat;12;16;1;26.98;159377;4300000;2022;11.0;5.0;+79675375848;Vyborgskij;doroga Mihajlovskaja;Prospekt Prosveschenija;Parkolovo
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/280249375/;Sankt-Peterburg;sale;flat;9;24;1;30.0;245000;7350000;2014;20.0;4.0;+79675375848;Moskovskij;Zvezdnoe;Zvezdnaja;Letnij
ПИТЕР ДОМ;real_estate_agent;https://spb.cian.ru/sale/flat/284453249/;Sankt-Peterburg;sale;flat;4;6;1;24.0;197916;4750000;2022;16.0;-1;+79819213327;Moskovskij;Pulkovskij meridian;Zvezdnaja;Zelenyj kvartal
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/278866070/;Sankt-Peterburg;sale;flat;14;19;1;28.1;188256;5290000;2019;19.0;4.0;+79062418157;Primorskij;Kolomjagi;Komendantskij prospekt;Na Koroleva
VALO;real_estate_agent;https://spb.cian.ru/sale/flat/282589281/;Sankt-Peterburg;sale;flat;5;6;-1;21.8;368082;8024188;-1;16.0;-1;+79052643981;Tsentral'nyj;Ligovka-Jamskaja;Ploschad' Vosstanija;Apartamenty Uno
Колвэй;real_estate_agent;https://spb.cian.ru/sale/flat/276780118/;Sankt-Peterburg;sale;flat;4;17;1;23.7;251054;5950000;2021;16.0;-1;+79119559242;Moskovskij;Fedora Kotanova;Zvezdnaja;Zvezdy Stolits
Этажи Санкт-Петербург;real_estate_agent;https://spb.cian.ru/sale/flat/283163907/;Sankt-Peterburg;sale;flat;8;11;1;21.15;186761;3950000;2023;10.0;4.0;+79818418465;Kolpinskij;;Rybatskoe;Novoe Kolpino ZhK
Этажи Санкт-Петербург;real_estate_agent;https://spb.cian.ru/sale/flat/283106183/;Sankt-Peterburg;sale;flat;9;11;1;27.9;148745;4150000;-1;18.0;4.0;+79818418465;Kolpinskij;doroga Balkanskaja;Kupchino;Novoe Kolpino
Самолет Плюс Санкт-Петербург Приморский;real_estate_agent;https://spb.cian.ru/sale/flat/278074368/;Sankt-Peterburg;sale;flat;4;23;1;19.6;160714;3150000;2023;10.0;4.0;+79111703986;Krasnogvardejskij;Pejzazhnaja;Grazhdanskij prospekt;Tsvetnoj Gorod
Самолет Плюс Санкт-Петербург Московский;real_estate_agent;https://spb.cian.ru/sale/flat/282685030/;Sankt-Peterburg;sale;flat;5;5;-1;12.0;166666;2000000;1900;5.0;2.0;+79816892215;Tsentral'nyj;Tjushina;;
ДОМ плюс;real_estate_agent;https://spb.cian.ru/sale/flat/284429641/;Sankt-Peterburg;sale;flat;6;9;-1;18.4;220652;4060000;2022;18.0;-1;+79681884977;Primorskij;Matrosa Zheleznjaka;Chernaja rechka;Apartamenty Best Western Zoom Hotel
Юла;real_estate_agent;https://spb.cian.ru/sale/flat/278722426/;Sankt-Peterburg;sale;flat;6;24;1;27.66;189804;5250000;2020;17.0;1.0;+79692041720;Primorskij;Plesetskaja;Komendantskij prospekt;Polis na Komendantskom
СМАРТ-МЕТРЫ ДЕВЕЛОПМЕНТ;real_estate_agent;https://spb.cian.ru/sale/flat/284501882/;Sankt-Peterburg;sale;flat;1;4;1;17.0;282352;4800000;-1;-1;-1;+79110967193;Vasileostrovskij;naberezhnaja Lejtenanta Shmidta;Vasileostrovskaja;
Анастасия Морозова;realtor;https://spb.cian.ru/sale/flat/285663507/;Sankt-Peterburg;sale;flat;1;5;1;25.0;164000;4100000;1950;22.0;3.0;+79681876932;Kalininskij;Mihajlova;Ploschad' Lenina;
ID 97580369;homeowner;https://spb.cian.ru/sale/flat/280706570/;Sankt-Peterburg;sale;flat;9;21;1;29.0;186896;5420000;2010;25.0;3.0;+79675386780;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt;
ID 66465753;realtor;https://spb.cian.ru/sale/flat/285752980/;Sankt-Peterburg;sale;flat;8;19;1;27.0;221851;5990000;2025;27.0;-1;+79692033065;Moskovskij;Gagarinskoe;Moskovskaja;Defans Biznes
СОЮЗ;real_estate_agent;https://spb.cian.ru/sale/flat/285689409/;Sankt-Peterburg;sale;flat;2;4;-1;24.7;128633;3177254;-1;-1;-1;+79679911540;Petrodvortsovyj;Dvortsovyj prospekt;Leninskij prospekt;
ID 67557136;unknown;https://spb.cian.ru/sale/flat/285707444/;Sankt-Peterburg;sale;flat;5;18;1;21.5;173953;3740000;2023;16.0;-1;+79819635357;Krasnogvardejskij;Poljustrovo;Devjatkino;Tsvetnoj Gorod
ID 74173856;unknown;https://spb.cian.ru/sale/flat/285692568/;Sankt-Peterburg;sale;flat;13;20;1;24.1;215767;5200000;2014;18.0;-1;+79818962451;Krasnosel'skij;Admirala Cherokova;Avtovo;More
ID 97350043;homeowner;https://spb.cian.ru/sale/flat/280338269/;Sankt-Peterburg;sale;flat;2;6;1;18.4;232608;4280000;1910;16.0;1.0;+79119738112;Vasileostrovskij;Vasil'evskij;Vasileostrovskaja;
ID 98947993;real_estate_agent;https://spb.cian.ru/sale/flat/285503785/;Sankt-Peterburg;sale;flat;1;3;-1;13.5;177037;2390000;1833;8.0;-1;+79817319796;Admiraltejskij;Kolomna;Baltijskaja;
ID 10303248;homeowner;https://spb.cian.ru/sale/flat/285296934/;Sankt-Peterburg;sale;flat;14;21;1;31.8;186792;5940000;2010;19.0;6.0;+79118216721;Primorskij;Planernaja;Komendantskij prospekt;Juntolovskaja perspektiva
Агентство недвижимости Сергея Галлера;real_estate_agent;https://spb.cian.ru/sale/flat/284188930/;Sankt-Peterburg;sale;flat;11;24;1;34.4;206395;7100000;2009;26.0;-1;+79819213500;Moskovskij;Pulkovskaja;Zvezdnaja;
ID 98947993;real_estate_agent;https://spb.cian.ru/sale/flat/285710707/;Sankt-Peterburg;sale;flat;1;3;-1;8.8;282954;2490000;1831;7.0;1.0;+79817319796;Admiraltejskij;Sadovaja;Sadovaja;
ID 80665846;realtor;https://spb.cian.ru/sale/flat/272411207/;Sankt-Peterburg;sale;flat;2;4;1;23.0;200000;4600000;1906;14.0;4.0;+79819159668;Tsentral'nyj;Vladimirskij;Zvenigorodskaja;
ID 80665846;realtor;https://spb.cian.ru/sale/flat/278734625/;Sankt-Peterburg;sale;flat;2;6;1;34.0;164705;5600000;1901;25.0;4.0;+79819159668;Vasileostrovskij;Vasil'evskij;Vasileostrovskaja;
ID 99781827;homeowner;https://spb.cian.ru/sale/flat/284206450/;Sankt-Peterburg;sale;flat;11;25;1;33.1;247734;8199999;2022;21.0;-1;+79811450137;Primorskij;Komendantskij aerodrom;Pionerskaja;Primorskij kvartal
ID 80665846;realtor;https://spb.cian.ru/sale/flat/283220764/;Sankt-Peterburg;sale;flat;2;7;1;19.0;199473;3790000;1911;11.0;3.0;+79819159668;Vasileostrovskij;prospekt Bol'shoj Vasil'evskogo ostrova;Vasileostrovskaja;
ID 80665846;realtor;https://spb.cian.ru/sale/flat/278293647/;Sankt-Peterburg;sale;flat;1;5;1;17.0;264705;4500000;1952;9.0;3.0;+79819159668;Tsentral'nyj;Smol'ninskoe;Ploschad' Vosstanija;
ID 80665846;realtor;https://spb.cian.ru/sale/flat/283307297/;Sankt-Peterburg;sale;flat;1;6;1;37.0;159189;5890000;1912;27.0;5.0;+79819159668;Vasileostrovskij;15-ja Vasil'evskogo ostrova linija;;
ID 23937100;realtor;https://spb.cian.ru/sale/flat/285638764/;Sankt-Peterburg;sale;flat;10;11;-1;28.6;254545;7280000;2022;23.0;5.0;+79679911758;Vasileostrovskij;Ostrov Dekabristov;Primorskaja;Docklands
ФСК;developer;https://spb.cian.ru/sale/flat/275720853/;Sankt-Peterburg;sale;flat;4;13;-1;22.18;186404;4134462;2025;15.0;-1;+78122181248;Primorskij;Chernaja rechka;Chernaja rechka;Zum Chernaja Rechka ZhK
ID 66344323;homeowner;https://spb.cian.ru/sale/flat/285526151/;Sankt-Peterburg;sale;flat;16;21;1;26.0;241923;6290000;2007;20.0;-1;+79817318938;Moskovskij;Pulkovskaja;Zvezdnaja;
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/276663767/;Sankt-Peterburg;sale;flat;2;16;1;23.68;147600;3495168;2023;10.0;5.0;+78126029079;Krasnogvardejskij;Poljustrovo;Devjatkino;Tsvetnoj Gorod
Plaza Lotus Group;developer;https://spb.cian.ru/sale/flat/270698384/;Sankt-Peterburg;sale;flat;3;29;-1;27.45;207931;5707713;2022;-1;-1;+78122134051;Moskovskij;Gagarinskoe;Kupchino;Invest-otel' IN2IT
ID 11218299;realtor;https://spb.cian.ru/sale/flat/282260353/;Sankt-Peterburg;sale;flat;3;8;1;24.5;187755;4600000;2022;17.0;-1;+79819183702;Krasnosel'skij;Sosnovaja poljana;Leninskij prospekt;Solnechnyj gorod
РосСтройИнвест;developer;https://spb.cian.ru/sale/flat/274433460/;Sankt-Peterburg;sale;flat;2;16;1;22.54;238788;5382300;2024;13.0;-1;+78122134047;Moskovskij;Kubinskaja;Leninskij prospekt;Cube
Ипотечный Сервис;real_estate_agent;https://spb.cian.ru/sale/flat/282759840/;Sankt-Peterburg;sale;flat;2;5;1;24.0;200000;4800000;2022;18.0;-1;+79681908073;Krasnosel'skij;Vladimira Pchelintseva;Prospekt Veteranov;Solnechnyj gorod. Rezidentsii
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/264482763/;Sankt-Peterburg;sale;flat;3;25;1;21.97;207500;4558775;2024;10.0;5.0;+78122134184;Krasnosel'skij;Jugo-Zapad;Leninskij prospekt;Morskaja milja ZhK
ФСК;developer;https://spb.cian.ru/sale/flat/277222490/;Sankt-Peterburg;sale;flat;6;13;-1;28.47;182409;5193212;2025;19.0;-1;+78122181248;Primorskij;Chernaja rechka;Chernaja rechka;Zum Chernaja Rechka ZhK
ID 51793510;homeowner;https://spb.cian.ru/sale/flat/278697314/;Sankt-Peterburg;sale;flat;3;21;1;23.7;194092;4600000;2021;-1;-1;+79117509667;Primorskij;Polevaja Sabirovskaja;Komendantskij prospekt;Bogatyr' 3
ПИК;developer;https://spb.cian.ru/sale/flat/277372936/;Sankt-Peterburg;sale;flat;12;12;1;23.2;289247;6710553;2025;10.0;6.0;+78122136750;Frunzenskij;Volkovskoe;Volkovskaja;Aeronavt ZhK
ЦДС;developer;https://spb.cian.ru/sale/flat/275412234/;Sankt-Peterburg;sale;flat;1;4;1;22.7;301527;6844682;2021;17.0;-1;+78122134092;Frunzenskij;Volkovskoe;Volkovskaja;TsDS Volkovskij
ID 36312562;unknown;https://spb.cian.ru/sale/flat/281223224/;Sankt-Peterburg;sale;flat;5;19;1;31.7;254889;8080000;2022;18.0;5.0;+79819011659;Admiraltejskij;Izmajlovskoe;Baltijskaja;Galaktika ZhK
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/259479775/;Sankt-Peterburg;sale;flat;2;18;1;20.6;235299;4847180;2023;8.0;5.0;+78122134082;Nevskij;Narodnyj;Lomonosovskaja;Oktjabr'skaja naberezhnaja ZhK
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/270721079/;Sankt-Peterburg;sale;flat;2;23;1;20.9;274100;5728690;2024;8.0;5.0;+78122134083;Nevskij;;Ulitsa Dybenko;Tsivilizatsija na Neve
РосСтройИнвест;developer;https://spb.cian.ru/sale/flat/274433471/;Sankt-Peterburg;sale;flat;3;16;1;19.73;251301;4958176;2024;13.0;-1;+78122134047;Moskovskij;Kubinskaja;Leninskij prospekt;Cube
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/270054430/;Sankt-Peterburg;sale;flat;2;16;1;19.79;154100;3049639;2023;8.0;5.0;+78126029079;Krasnogvardejskij;Poljustrovo;Devjatkino;Tsvetnoj Gorod
ФСК;developer;https://spb.cian.ru/sale/flat/277222566/;Sankt-Peterburg;sale;flat;12;13;-1;23.6;208335;4916706;2025;18.0;-1;+78122181248;Primorskij;Chernaja rechka;Chernaja rechka;Zum Chernaja Rechka ZhK
ФСК;developer;https://spb.cian.ru/sale/flat/275720859/;Sankt-Peterburg;sale;flat;4;13;-1;31.07;184024;5717656;2025;20.0;-1;+78122181248;Primorskij;Chernaja rechka;Chernaja rechka;Zum Chernaja Rechka ZhK
ПИК;developer;https://spb.cian.ru/sale/flat/277117616/;Sankt-Peterburg;sale;flat;2;12;1;24.0;276000;6624000;2025;12.0;5.0;+78122181125;Vasileostrovskij;Gavan';Gornyj institut;Shkiperskij 19 ZhK
Мегалит–Охта Групп;developer;https://spb.cian.ru/sale/flat/266885030/;Sankt-Peterburg;sale;flat;4;19;1;30.92;237548;7345000;2024;19.0;-1;+78122181028;Primorskij;Komendantskij aerodrom;Pionerskaja;Primorskij kvartal
ID 75489546;unknown;https://spb.cian.ru/sale/flat/281155452/;Sankt-Peterburg;sale;flat;7;14;1;27.1;295202;8000000;2016;10.0;6.0;+79681874805;Primorskij;Primorskij prospekt;Staraja Derevnja;Life Primorskij
ID 98947993;real_estate_agent;https://spb.cian.ru/sale/flat/285086096/;Sankt-Peterburg;sale;flat;1;3;-1;12.2;212295;2590000;1833;8.0;-1;+79817319796;Admiraltejskij;Kolomna;Baltijskaja;
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/282524205/;Sankt-Peterburg;sale;flat;13;24;1;27.0;140100;3782700;2023;13.0;6.0;+78126029079;Krasnogvardejskij;Poljustrovo;Grazhdanskij prospekt;Tsvetnoj Gorod ZhK
ID 58909630;unknown;https://spb.cian.ru/sale/flat/285547757/;Sankt-Peterburg;sale;flat;4;5;1;23.4;170085;3980000;2022;17.0;-1;+79818402080;Moskovskij;Pulkovskij meridian;;Zelenyj kvartal
ПИК;developer;https://spb.cian.ru/sale/flat/277372960/;Sankt-Peterburg;sale;flat;9;12;1;22.3;275615;6146236;2025;10.0;5.0;+78122136750;Frunzenskij;Volkovskoe;Volkovskaja;Aeronavt ZhK
ПИК;developer;https://spb.cian.ru/sale/flat/277372930/;Sankt-Peterburg;sale;flat;2;12;1;26.2;263135;6894163;2025;12.0;6.0;+78122136750;Frunzenskij;Volkovskoe;Volkovskaja;Aeronavt ZhK
ПИК;developer;https://spb.cian.ru/sale/flat/277117620/;Sankt-Peterburg;sale;flat;2;12;1;22.3;287591;6413301;2025;10.0;5.0;+78122181125;Vasileostrovskij;Gavan';Gornyj institut;Shkiperskij 19 ZhK
Полис;developer;https://spb.cian.ru/sale/flat/273816153/;Sankt-Peterburg;sale;flat;3;13;1;20.44;214502;4384440;2024;13.0;-1;+78122132384;Primorskij;Juntolovo;Komendantskij prospekt;Polis Primorskij 2 ZhK
ID 73578915;realtor;https://spb.cian.ru/sale/flat/276679543/;Sankt-Peterburg;sale;flat;10;14;1;22.8;190789;4350000;2023;15.0;-1;+79818114502;Primorskij;Gluharskaja;Komendantskij prospekt;Polis Primorskij
ФСК;developer;https://spb.cian.ru/sale/flat/275720983/;Sankt-Peterburg;sale;flat;7;13;-1;25.54;193884;4951822;2025;18.0;-1;+78122181248;Primorskij;Chernaja rechka;Chernaja rechka;Zum Chernaja Rechka ZhK
РосСтройИнвест;developer;https://spb.cian.ru/sale/flat/271621847/;Sankt-Peterburg;sale;flat;4;16;1;17.94;289375;5191402;2024;12.0;-1;+78122134047;Moskovskij;Novoizmajlovskoe;Leninskij prospekt;Cube
Лидер Групп;developer;https://spb.cian.ru/sale/flat/277134571/;Sankt-Peterburg;sale;flat;8;19;1;26.99;235000;6342650;2025;16.0;-1;+78122132234;Moskovskij;Gagarinskoe;Moskovskaja;Defans ZhK
ID 49002304;unknown;https://spb.cian.ru/sale/flat/284841325/;Sankt-Peterburg;sale;flat;6;13;1;26.41;276410;7300000;2022;14.0;4.0;+79811398579;Frunzenskij;Tosina;Obvodnyj kanal;Avtograf v tsentre
Ипотечный Сервис;real_estate_agent;https://spb.cian.ru/sale/flat/284721918/;Sankt-Peterburg;sale;flat;12;25;1;30.0;200000;6000000;2022;23.0;-1;+79681908073;Primorskij;Kolomjagi;;Chistoe nebo
Владис Север;real_estate_agent;https://spb.cian.ru/sale/flat/275229872/;Sankt-Peterburg;sale;flat;23;25;1;31.4;167834;5270000;2019;20.0;3.0;+79812324416;Krasnogvardejskij;Poljustrovo;;Novaja Ohta
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/274181160/;Sankt-Peterburg;sale;flat;6;25;1;20.19;223500;4512465;2023;8.0;3.0;+78122134293;Vyborgskij;Zarechnaja;Prospekt Prosveschenija;Severnaja dolina
Прагма;developer;https://spb.cian.ru/sale/flat/274314823/;Sankt-Peterburg;sale;flat;6;23;1;30.2;203346;6141058;2022;19.0;-1;+78124244885;Vyborgskij;doroga Ol'ginskaja;Parnas;Pragma city
РосСтройИнвест;developer;https://spb.cian.ru/sale/flat/276766538/;Sankt-Peterburg;sale;flat;1;18;1;27.98;225584;6311843;2024;16.0;-1;+78122134047;Moskovskij;Novoizmajlovskoe;Leninskij prospekt;Cube
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/273534716/;Sankt-Peterburg;sale;flat;5;13;1;21.35;268384;5730009;2023;12.0;-1;+78126029072;Vasileostrovskij;Gavan';Gornyj institut;Akvilon Zaliv ZhK
ID 51946730;realtor;https://spb.cian.ru/sale/flat/280880361/;Sankt-Peterburg;sale;flat;3;5;-1;23.74;248525;5900000;2024;14.0;-1;+79819213488;Kurortnyj;Instrumental'schikov;;BEREG.Kurortnyj
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/277319666/;Sankt-Peterburg;sale;flat;2;12;1;29.0;235779;6837607;2024;19.0;-1;+78122136059;Moskovskij;Zvezdnoe;Zvezdnaja;Triumf Park ZhK
ID 15658578;unknown;https://spb.cian.ru/sale/flat/279964405/;Sankt-Peterburg;sale;flat;5;12;1;24.5;144081;3530000;2020;-1;-1;+79675378093;Kolpinskij;Sevast'janova;;Novoe Kolpino
